ano_mes_inter,0
2023-01,4333
2023-02,3816
2023-03,4808
2023-04,4361
2023-05,4776
2023-06,4282
2023-07,4474
2023-08,4593
2023-09,4435
2023-10,4590
2023-11,4385
2023-12,3970
2024-01,4616
2024-02,4282
2024-03,4751
2024-04,4824
2024-05,4912
2024-06,4573
2024-07,4734
2024-08,4607
2024-09,4589
2024-10,4717
2024-11,4252
2024-12,3808
2025-01,4460
2025-02,4194
2025-03,4173
2025-04,3287
2025-05,1920
